id,keywords
1639,"[{'id': 1422, 'name': 'boat'}, {'id': 2799, 'name': 'cruise'}, {'id': 6104, 'name': 'computer'}, {'id': 10617, 'name': 'disaster'}, {'id': 33461, 'name': 'diamond'}, {'id': 228194, 'name': 'collision course'}]"
415,"[{'id': 848, 'name': 'double life'}, {'id': 849, 'name': 'dc comics'}, {'id': 851, 'name': 'dual identity'}, {'id': 853, 'name': 'crime fighter'}, {'id': 855, 'name': 'fictional place'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9715, 'name': 'superhero'}, {'id': 10452, 'name': 'credit card'}, {'id': 163455, 'name': 'super powers'}]"
11970,"[{'id': 2033, 'name': 'hades'}, {'id': 4344, 'name': 'musical'}, {'id': 4402, 'name': 'peasant'}, {'id': 10336, 'name': 'animation'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 180912, 'name': 'olympus'}, {'id': 187301, 'name': 'hercules'}]"
8874,"[{'id': 1005, 'name': 'karaoke'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1605, 'name': 'new love'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 5091, 'name': 'kiss'}, {'id': 5756, 'name': 'man-woman relation'}, {'id': 7879, 'name': 'secret love'}, {'id': 13027, 'name': 'wedding'}]"
266,"[{'id': 128, 'name': 'love triangle'}, {'id': 131, 'name': 'italy'}, {'id': 774, 'name': 'film business'}, {'id': 883, 'name': 'capri'}, {'id': 884, 'name': 'cinecittà'}, {'id': 885, 'name': 'villa'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 888, 'name': 'screenwriter'}, {'id': 931, 'name': 'jealousy'}, {'id': 9844, 'name': 'car crash'}, {'id': 15160, 'name': 'divorce'}]"
754,"[{'id': 1568, 'name': 'undercover'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 1865, 'name': 'biological weapon'}, {'id': 3868, 'name': 'face transplant'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 5572, 'name': 'fistfight'}, {'id': 6062, 'name': 'hostility'}, {'id': 9748, 'name': 'revenge'}, {'id': 9758, 'name': 'deception'}, {'id': 10614, 'name': 'tragedy'}, {'id': 10950, 'name': 'shootout'}, {'id': 11612, 'name': 'hospital'}, {'id': 12391, 'name': 'boat chase'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14601, 'name': 'explosion'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 156786, 'name': 'prison escape'}, {'id': 170212, 'name': 'criminal gang'}, {'id': 187844, 'name': 'flashback'}, {'id': 188134, 'name': 'golden gun'}, {'id': 194942, 'name': 'arch villain'}, {'id': 208708, 'name': 'bullet ballet'}]"
607,"[{'id': 1308, 'name': 'secret identity'}, {'id': 1381, 'name': 'sun glasses'}, {'id': 1568, 'name': 'undercover'}, {'id': 1826, 'name': 'space marine'}, {'id': 2173, 'name': 'illegal immigration'}, {'id': 2428, 'name': 'deportation'}, {'id': 2547, 'name': 'new identity'}, {'id': 3240, 'name': 'giant cockroach'}, {'id': 3242, 'name': 'cannon'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 4751, 'name': 'stay permit'}, {'id': 9951, 'name': 'alien'}, {'id': 174915, 'name': 'fictional government agency'}]"
686,"[{'id': 818, 'name': 'based on novel'}, {'id': 1432, 'name': 'nasa'}, {'id': 1508, 'name': 'new mexico'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 2846, 'name': 'prime number'}, {'id': 3412, 'name': 'star'}, {'id': 3416, 'name': 'radio wave'}, {'id': 3417, 'name': 'wormhole'}, {'id': 3419, 'name': 'fanatic'}, {'id': 10706, 'name': 'spirituality'}, {'id': 11001, 'name': 'religion'}, {'id': 14760, 'name': 'scientist'}, {'id': 15246, 'name': 'sabotage'}, {'id': 159961, 'name': 'ham radio'}, {'id': 160515, 'name': 'alien contact'}, {'id': 162356, 'name': 'mechanical engineering'}, {'id': 162357, 'name': 'observatory'}, {'id': 226028, 'name': 'eccentric man'}, {'id': 226240, 'name': 'radio telescope'}]"
4421,"[{'id': 493, 'name': 'poem'}, {'id': 539, 'name': 'middle east'}, {'id': 720, 'name': 'helicopter'}, {'id': 3376, 'name': 'satellite'}, {'id': 3588, 'name': 'navy'}, {'id': 4411, 'name': 'sexism'}, {'id': 6091, 'name': 'war'}, {'id': 6092, 'name': 'army'}, {'id': 10850, 'name': 'sexual harassment'}, {'id': 11219, 'name': 'navy seal'}, {'id': 11718, 'name': 'feminist'}, {'id': 13065, 'name': 'soldier'}, {'id': 15248, 'name': 'commando'}, {'id': 159315, 'name': 'mental health'}, {'id': 161247, 'name': 'drill instructor'}, {'id': 162365, 'name': 'military'}, {'id': 185454, 'name': 'u.s. military'}, {'id': 191110, 'name': 'army base'}, {'id': 225707, 'name': 'reconnaissance'}, {'id': 225710, 'name': 'sexual discrimination'}]"
9387,"[{'id': 1394, 'name': 'gladiator'}, {'id': 1522, 'name': 'repayment'}, {'id': 4798, 'name': 'despot'}, {'id': 14665, 'name': 'barbarian'}, {'id': 234213, 'name': 'sword and sorcery'}]"
10603,"[{'id': 409, 'name': 'africa'}, {'id': 582, 'name': 'san francisco'}, {'id': 690, 'name': 'gorilla'}, {'id': 2043, 'name': 'lion'}, {'id': 5650, 'name': 'feral child'}, {'id': 10787, 'name': 'jungle'}]"
2142,"[{'id': 417, 'name': 'corruption'}, {'id': 586, 'name': 'new jersey'}, {'id': 772, 'name': 'handcuffs'}, {'id': 1812, 'name': 'fbi'}, {'id': 3450, 'name': 'bridge'}, {'id': 6149, 'name': 'police'}, {'id': 9786, 'name': 'burned alive'}, {'id': 9826, 'name': 'murder'}, {'id': 9844, 'name': 'car crash'}, {'id': 10183, 'name': 'independent film'}, {'id': 10978, 'name': 'bad cop'}, {'id': 11363, 'name': 'arson'}, {'id': 11719, 'name': 'dirty cop'}, {'id': 11730, 'name': 'internal affairs'}, {'id': 13063, 'name': 'car accident'}, {'id': 14512, 'name': 'new york city'}, {'id': 14819, 'name': 'violence'}, {'id': 156022, 'name': 'nypd'}, {'id': 161306, 'name': 'world trade center'}, {'id': 182069, 'name': 'jumping off a bridge'}, {'id': 226376, 'name': 'corrupt cop'}]"
8413,"[{'id': 1826, 'name': 'space marine'}, {'id': 2483, 'name': 'nudity'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3385, 'name': 'cryogenics'}, {'id': 3801, 'name': 'space travel'}, {'id': 4380, 'name': 'black hole'}, {'id': 6255, 'name': 'insanity'}, {'id': 6262, 'name': 'delusion'}, {'id': 8468, 'name': 'crew'}, {'id': 9820, 'name': 'alternate dimension'}, {'id': 10114, 'name': 'evil spirit'}, {'id': 10135, 'name': 'hellgate'}, {'id': 11001, 'name': 'religion'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 14888, 'name': 'burning man'}, {'id': 18031, 'name': 'rescue team'}, {'id': 187844, 'name': 'flashback'}, {'id': 188989, 'name': 'supernatural power'}, {'id': 191586, 'name': 'trapped in space'}, {'id': 223504, 'name': 'distress signal'}, {'id': 227489, 'name': 'derelict ship'}]"
10336,"[{'id': 2095, 'name': 'anti hero'}, {'id': 4289, 'name': 'secret agent'}, {'id': 5572, 'name': 'fistfight'}, {'id': 9717, 'name': 'based on comic'}, {'id': 158567, 'name': 'burn victim'}]"
20737,"[{'id': 3199, 'name': 'clown'}, {'id': 158386, 'name': 'golden retriever'}, {'id': 158387, 'name': 'dog actor'}]"
9413,"[{'id': 657, 'name': 'fire'}, {'id': 1701, 'name': 'hero'}, {'id': 2251, 'name': 'lie'}, {'id': 2751, 'name': 'career woman'}, {'id': 6025, 'name': 'photography'}]"
18519,"[{'id': 3799, 'name': 'ship'}, {'id': 4676, 'name': 'whale'}, {'id': 9713, 'name': 'friends'}, {'id': 155529, 'name': 'killer whale'}, {'id': 162756, 'name': 'whaler'}]"
8834,"[{'id': 242, 'name': 'new york'}, {'id': 591, 'name': 'cia'}, {'id': 720, 'name': 'helicopter'}, {'id': 782, 'name': 'assassin'}, {'id': 1328, 'name': 'secret'}, {'id': 1523, 'name': 'obsession'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 1812, 'name': 'fbi'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 3713, 'name': 'chase'}, {'id': 4934, 'name': 'theory'}, {'id': 6078, 'name': 'politics'}, {'id': 6086, 'name': 'government'}, {'id': 6318, 'name': 'control'}, {'id': 9665, 'name': 'cover-up'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 13006, 'name': 'torture'}, {'id': 187844, 'name': 'flashback'}, {'id': 192097, 'name': 'target'}, {'id': 194581, 'name': 'geronimo'}, {'id': 226689, 'name': 'newsletter'}]"
9458,"[{'id': 1651, 'name': 'donation'}, {'id': 2340, 'name': 'paranoia'}, {'id': 6564, 'name': 'terminal illness'}, {'id': 8097, 'name': 'leukemia'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 15009, 'name': 'criminal'}, {'id': 15234, 'name': 'convict'}, {'id': 15295, 'name': 'confrontation'}, {'id': 15381, 'name': 'captive'}, {'id': 156786, 'name': 'prison escape'}, {'id': 156788, 'name': 'swat team'}, {'id': 156789, 'name': 'freeway'}, {'id': 156790, 'name': 'propane'}]"
4961,"[{'id': 1706, 'name': 'experiment'}, {'id': 2766, 'name': 'mutation'}, {'id': 7325, 'name': 'cockroach'}, {'id': 9109, 'name': 'nest'}, {'id': 11221, 'name': 'blood'}, {'id': 14673, 'name': 'disease'}, {'id': 14760, 'name': 'scientist'}, {'id': 17995, 'name': 'epidemic'}, {'id': 34152, 'name': 'evolution'}, {'id': 41412, 'name': 'sewer'}, {'id': 188957, 'name': 'virus'}, {'id': 189102, 'name': 'tunnel'}, {'id': 192942, 'name': 'insects'}, {'id': 223059, 'name': 'animal horror'}]"
9416,"[{'id': 378, 'name': 'prison'}, {'id': 1384, 'name': 'diamant'}, {'id': 2019, 'name': 'liberation of prisoners'}, {'id': 3543, 'name': 'transport of prisoners'}, {'id': 4434, 'name': 'interview'}, {'id': 5638, 'name': 'arrest'}]"
26180,"[{'id': 9098, 'name': 'trunk'}, {'id': 164149, 'name': 'attempted kidnapping'}]"
9772,"[{'id': 378, 'name': 'prison'}, {'id': 417, 'name': 'corruption'}, {'id': 736, 'name': 'journalist'}, {'id': 833, 'name': 'white house'}, {'id': 1562, 'name': 'hostage'}, {'id': 1954, 'name': 'ultimatum'}, {'id': 7188, 'name': 'hostage-taking'}, {'id': 8986, 'name': 'air force one'}, {'id': 10184, 'name': 'airplane hijacking'}, {'id': 10237, 'name': 'aerial combat'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 12371, 'name': 'gunfight'}, {'id': 15089, 'name': 'fighter airplane'}, {'id': 41249, 'name': 'secret service'}, {'id': 174019, 'name': 'american president'}, {'id': 188955, 'name': 'hand to hand combat'}, {'id': 200808, 'name': 'negotiation'}, {'id': 207901, 'name': 'political prisoner'}]"
6072,"[{'id': 242, 'name': 'new york'}, {'id': 6270, 'name': 'high school'}, {'id': 10508, 'name': 'teacher'}, {'id': 10563, 'name': 'attack'}, {'id': 14831, 'name': 'stabbing'}]"
1669,"[{'id': 339, 'name': 'submarine'}, {'id': 2106, 'name': 'cold war'}, {'id': 2808, 'name': 'russian'}, {'id': 155460, 'name': 'defection'}, {'id': 155723, 'name': 'jack ryan'}]"
468,"[{'id': 30, 'name': 'individual'}, {'id': 237, 'name': 'gay'}, {'id': 494, 'name': 'father son relationship'}, {'id': 588, 'name': 'rome'}, {'id': 642, 'name': 'robbery'}, {'id': 1454, 'name': 'treasure'}, {'id': 1896, 'name': 'portland'}, {'id': 2150, 'name': 'cocaine'}, {'id': 2200, 'name': 'generations confilct'}, {'id': 2347, 'name': 'idaho'}, {'id': 2348, 'name': 'hustler'}, {'id': 2349, 'name': 'german'}, {'id': 2350, 'name': 'seattle'}, {'id': 2352, 'name': 'narkolepsy'}, {'id': 2353, 'name': 'pink bathrobe'}, {'id': 13059, 'name': 'prostitution'}, {'id': 15135, 'name': 'gay sex'}, {'id': 33841, 'name': 'incest'}, {'id': 158718, 'name': 'lgbt'}, {'id': 167043, 'name': 'road movie'}]"
10806,"[{'id': 237, 'name': 'gay'}, {'id': 1013, 'name': 'homophobia'}, {'id': 1862, 'name': 'coming out'}, {'id': 158718, 'name': 'lgbt'}]"
9433,"[{'id': 1003, 'name': 'photographer'}, {'id': 2522, 'name': 'grizzly bear'}, {'id': 3593, 'name': 'wilderness'}, {'id': 3800, 'name': 'airplane'}, {'id': 4522, 'name': 'supermodel'}, {'id': 4811, 'name': 'emergency landing'}, {'id': 9937, 'name': 'suspense'}, {'id': 10349, 'name': 'survival'}, {'id': 10468, 'name': 'bear'}, {'id': 223059, 'name': 'animal horror'}]"
6623,"[{'id': 720, 'name': 'helicopter'}, {'id': 949, 'name': 'terrorist'}, {'id': 3312, 'name': 'nuclear missile'}, {'id': 3450, 'name': 'bridge'}, {'id': 10663, 'name': 'train crash'}, {'id': 13008, 'name': 'train'}, {'id': 187056, 'name': 'woman director'}]"
2118,"[{'id': 417, 'name': 'corruption'}, {'id': 703, 'name': 'detective'}, {'id': 1366, 'name': 'shotgun'}, {'id': 10326, 'name': 'morgue'}, {'id': 11314, 'name': 'f word'}, {'id': 11925, 'name': 'domestic violence'}, {'id': 13092, 'name': 'corpse'}, {'id': 14536, 'name': 'crime'}, {'id': 33518, 'name': 'district attorney'}, {'id': 157325, 'name': 'bandage'}, {'id': 162262, 'name': 'movie star'}, {'id': 163335, 'name': 'man with glasses'}, {'id': 167145, 'name': 'knife in thigh'}, {'id': 167149, 'name': 'good cop bad cop'}, {'id': 167159, 'name': 'switchblade'}, {'id': 167164, 'name': 'call girl'}, {'id': 208611, 'name': '1950s'}, {'id': 228495, 'name': 'falsifying'}]"
978,"[{'id': 188, 'name': 'buddhism'}, {'id': 486, 'name': 'himalaya'}, {'id': 1201, 'name': 'austria'}, {'id': 1262, 'name': 'mountain'}, {'id': 1529, 'name': 'buddhist monk'}, {'id': 1956, 'name': 'world war ii'}, {'id': 1968, 'name': 'prisoners of war'}, {'id': 2385, 'name': 'monsoon'}, {'id': 4558, 'name': 'tibet'}, {'id': 4559, 'name': 'dalai lama'}, {'id': 4560, 'name': 'mountaineer'}, {'id': 4561, 'name': 'lhasa'}, {'id': 13027, 'name': 'wedding'}]"
9437,"[{'id': 521, 'name': 'washington d.c.'}, {'id': 3877, 'name': 'covered investigation'}, {'id': 5340, 'name': 'investigation'}, {'id': 5922, 'name': 'north carolina'}, {'id': 156091, 'name': 'missing person'}]"
10351,"[{'id': 657, 'name': 'fire'}, {'id': 2250, 'name': 'menace'}, {'id': 4896, 'name': 'wish'}, {'id': 9792, 'name': 'djinn'}, {'id': 14819, 'name': 'violence'}]"
2649,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 1421, 'name': 'birthday'}, {'id': 3883, 'name': 'danger of life'}, {'id': 5732, 'name': 'birthday party'}, {'id': 173303, 'name': 'surprising'}]"
14289,"[{'id': 798, 'name': 'sheriff'}, {'id': 9794, 'name': 'toxic'}, {'id': 14765, 'name': 'church'}]"
10155,"[{'id': 1927, 'name': 'car breakdown'}, {'id': 3593, 'name': 'wilderness'}, {'id': 5091, 'name': 'kiss'}, {'id': 5305, 'name': 'gambling debts'}, {'id': 6996, 'name': 'car garage'}]"
68924,"[{'id': 818, 'name': 'based on novel'}, {'id': 1228, 'name': '1970s'}, {'id': 4543, 'name': 'thanksgiving'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}]"
2255,"[{'id': 586, 'name': 'new jersey'}, {'id': 1862, 'name': 'coming out'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 3183, 'name': 'bisexuality'}, {'id': 3190, 'name': 'menage a trois'}, {'id': 5451, 'name': 'comic book'}, {'id': 6799, 'name': 'comic-strip artist'}, {'id': 10183, 'name': 'independent film'}, {'id': 10768, 'name': 'lesbian'}, {'id': 12392, 'name': 'best friend'}]"
9427,"[{'id': 1252, 'name': 'suicide attempt'}, {'id': 4378, 'name': 'striptease'}, {'id': 164852, 'name': 'steel worker'}, {'id': 164861, 'name': 'repossession'}, {'id': 164865, 'name': 'male stripper'}]"
3597,"[{'id': 1328, 'name': 'secret'}, {'id': 1936, 'name': 'blackmail'}, {'id': 5420, 'name': 'fisherman'}, {'id': 6149, 'name': 'police'}, {'id': 6270, 'name': 'high school'}, {'id': 9665, 'name': 'cover-up'}, {'id': 9713, 'name': 'friends'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10225, 'name': 'pageant'}, {'id': 12339, 'name': 'slasher'}, {'id': 13130, 'name': 'teenager'}, {'id': 15127, 'name': 'killer'}]"
1813,"[{'id': 516, 'name': 'child abuse'}, {'id': 531, 'name': 'southern usa'}, {'id': 1523, 'name': 'obsession'}, {'id': 1552, 'name': 'subway'}, {'id': 2483, 'name': 'nudity'}, {'id': 3036, 'name': 'bible'}, {'id': 3182, 'name': 'seduction'}, {'id': 3298, 'name': 'hallucination'}, {'id': 3734, 'name': 'ambition'}, {'id': 4084, 'name': ""devil's son""}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 5810, 'name': 'pact with the devil'}, {'id': 7340, 'name': 'crooked lawyer'}, {'id': 10114, 'name': 'evil spirit'}, {'id': 10138, 'name': 'satan'}, {'id': 11001, 'name': 'religion'}, {'id': 14794, 'name': 'lust'}, {'id': 33519, 'name': 'courtroom'}, {'id': 162706, 'name': 'temptation'}, {'id': 162813, 'name': 'law firm'}, {'id': 168346, 'name': 'manhattan, new york city'}, {'id': 185459, 'name': 'seven deadly sins'}, {'id': 211062, 'name': 'ethics'}, {'id': 226791, 'name': 'gainesville florida'}]"
782,"[{'id': 856, 'name': 'paraplegic'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1332, 'name': 'cheating'}, {'id': 1718, 'name': 'dna'}, {'id': 2345, 'name': 'spaceman'}, {'id': 2547, 'name': 'new identity'}, {'id': 2690, 'name': 'heart disease'}, {'id': 3864, 'name': 'false identity'}, {'id': 4035, 'name': 'blood sample'}, {'id': 4039, 'name': 'biotechnology'}, {'id': 4040, 'name': 'space mission'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5340, 'name': 'investigation'}, {'id': 6017, 'name': 'genetics'}, {'id': 6062, 'name': 'hostility'}, {'id': 33611, 'name': 'exercise'}, {'id': 158292, 'name': 'eugenics'}, {'id': 162988, 'name': 'dystopic future'}]"
9827,"[{'id': 798, 'name': 'sheriff'}, {'id': 11004, 'name': 'rural setting'}, {'id': 12670, 'name': 'los angeles'}, {'id': 33564, 'name': 'u.s. soldier'}, {'id': 221663, 'name': 'alternate life form'}, {'id': 221664, 'name': 'snowfield, co'}, {'id': 221665, 'name': 'deputies'}, {'id': 222114, 'name': 'fear of dying'}]"
8067,"[{'id': 290, 'name': 'angel'}, {'id': 572, 'name': 'sex'}, {'id': 642, 'name': 'robbery'}, {'id': 818, 'name': 'based on novel'}, {'id': 1005, 'name': 'karaoke'}, {'id': 1336, 'name': 'ransom'}, {'id': 1562, 'name': 'hostage'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 3713, 'name': 'chase'}, {'id': 4116, 'name': 'heaven'}, {'id': 9673, 'name': 'love'}, {'id': 9826, 'name': 'murder'}, {'id': 10756, 'name': 'janitor'}, {'id': 11221, 'name': 'blood'}, {'id': 13028, 'name': 'writer'}, {'id': 14544, 'name': 'robot'}, {'id': 14819, 'name': 'violence'}]"
10871,"[{'id': 697, 'name': 'loss of son'}, {'id': 10714, 'name': 'serial killer'}, {'id': 13008, 'name': 'train'}]"
10890,"[{'id': 248, 'name': 'date'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 4595, 'name': 'u.s. army'}, {'id': 11138, 'name': 'military spoof'}]"
1281,"[{'id': 90, 'name': 'paris'}, {'id': 212, 'name': 'london england'}, {'id': 387, 'name': 'california'}, {'id': 822, 'name': 'airport'}, {'id': 1953, 'name': 'vault'}, {'id': 2535, 'name': 'destroy'}, {'id': 2598, 'name': 'museum'}, {'id': 3675, 'name': 'arts and culture'}, {'id': 4630, 'name': 'chaos'}, {'id': 4826, 'name': 'repair'}, {'id': 5347, 'name': 'clumsy fellow'}, {'id': 5369, 'name': 'guard'}, {'id': 5370, 'name': 'arts expert'}, {'id': 5372, 'name': 'host family'}, {'id': 5373, 'name': 'damage'}, {'id': 5374, 'name': 'poster'}, {'id': 5375, 'name': 'artwork'}, {'id': 5376, 'name': 'creativity'}, {'id': 5918, 'name': 'painting'}, {'id': 11612, 'name': 'hospital'}, {'id': 12670, 'name': 'los angeles'}, {'id': 155582, 'name': 'amusement park'}, {'id': 163242, 'name': 'teenage rebellion'}, {'id': 215404, 'name': 'laxative'}]"
9770,"[{'id': 736, 'name': 'journalist'}, {'id': 2598, 'name': 'museum'}, {'id': 3051, 'name': 'hostage drama'}, {'id': 10183, 'name': 'independent film'}]"
11975,"[{'id': 1417, 'name': 'jurors'}, {'id': 2852, 'name': 'proof'}, {'id': 3012, 'name': 'court case'}, {'id': 8097, 'name': 'leukemia'}, {'id': 10909, 'name': 'lawyer'}, {'id': 33519, 'name': 'courtroom'}]"
4995,"[{'id': 445, 'name': 'pornography'}, {'id': 572, 'name': 'sex'}, {'id': 2727, 'name': 'porn actor'}, {'id': 5593, 'name': 'pornographic video'}, {'id': 5626, 'name': 'from rags to riches'}, {'id': 14964, 'name': 'drug'}, {'id': 18321, 'name': 'porn industry'}, {'id': 158968, 'name': 'gay lead character'}]"
9281,"[{'id': 417, 'name': 'corruption'}, {'id': 703, 'name': 'detective'}, {'id': 796, 'name': 'police brutality'}, {'id': 8447, 'name': 'amish'}, {'id': 9937, 'name': 'suspense'}, {'id': 208590, 'name': 'barn raising'}, {'id': 236294, 'name': 'lancaster, pa'}]"
563,"[{'id': 305, 'name': 'moon'}, {'id': 1423, 'name': 'asteroid'}, {'id': 1826, 'name': 'space marine'}, {'id': 2051, 'name': 'intelligence'}, {'id': 2900, 'name': 'buenos aires'}, {'id': 2902, 'name': 'space battle'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6092, 'name': 'army'}, {'id': 8201, 'name': 'satire'}, {'id': 9831, 'name': 'spaceship'}, {'id': 13065, 'name': 'soldier'}, {'id': 161247, 'name': 'drill instructor'}, {'id': 162365, 'name': 'military'}]"
10215,"[{'id': 848, 'name': 'double life'}, {'id': 1004, 'name': 'commercial'}, {'id': 2486, 'name': 'fantasy'}, {'id': 3817, 'name': 'chance'}, {'id': 3983, 'name': 'marketing'}, {'id': 4379, 'name': 'time travel'}, {'id': 8034, 'name': 'in flagranti'}, {'id': 11434, 'name': 'ambiguous ending'}, {'id': 175629, 'name': 'alternative reality'}]"
9823,"[{'id': 779, 'name': 'martial arts'}, {'id': 1002, 'name': 'authority'}, {'id': 12380, 'name': 'tournament'}, {'id': 14643, 'name': 'battle'}, {'id': 14955, 'name': 'fighting'}, {'id': 41645, 'name': 'based on video game'}, {'id': 188955, 'name': 'hand to hand combat'}]"
37165,"[{'id': 2147, 'name': 'claustrophobia'}, {'id': 3979, 'name': 'hidden camera'}, {'id': 4565, 'name': 'dystopia'}, {'id': 10328, 'name': 'reality show'}, {'id': 207063, 'name': 'make believe'}, {'id': 207064, 'name': 'pretend'}]"
9407,"[{'id': 478, 'name': 'china'}, {'id': 2122, 'name': 'death penalty'}, {'id': 3703, 'name': 'law'}, {'id': 4480, 'name': 'business man'}, {'id': 9826, 'name': 'murder'}]"
4824,"[{'id': 1812, 'name': 'fbi'}, {'id': 2106, 'name': 'cold war'}, {'id': 2708, 'name': 'hitman'}]"
9444,"[{'id': 3462, 'name': 'tzar'}, {'id': 4344, 'name': 'musical'}, {'id': 158620, 'name': 'russian revolution'}, {'id': 158627, 'name': 'train explosion'}, {'id': 158628, 'name': 'foreign language adaptation'}, {'id': 158629, 'name': 'exploding train'}]"
9414,"[{'id': 212, 'name': 'london england'}, {'id': 258, 'name': 'bomb'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 720, 'name': 'helicopter'}, {'id': 818, 'name': 'based on novel'}, {'id': 974, 'name': 'bank'}, {'id': 2571, 'name': 'tv show'}, {'id': 6034, 'name': 'theatre milieu'}, {'id': 10325, 'name': 'mistaken identity'}, {'id': 10685, 'name': 'escape'}, {'id': 33705, 'name': 'agent'}]"
8078,"[{'id': 803, 'name': 'android'}, {'id': 3070, 'name': 'mercenary'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9663, 'name': 'sequel'}, {'id': 9951, 'name': 'alien'}, {'id': 10085, 'name': 'betrayal'}, {'id': 11579, 'name': 'impalement'}, {'id': 11628, 'name': 'cloning'}, {'id': 14760, 'name': 'scientist'}, {'id': 18082, 'name': 'flamethrower'}, {'id': 18086, 'name': 'disembowelment'}, {'id': 155336, 'name': 'smuggler'}, {'id': 158256, 'name': 'gene manipulation'}, {'id': 158993, 'name': 'man in wheelchair'}, {'id': 163270, 'name': 'breeding'}, {'id': 163561, 'name': 'genetic engineering'}, {'id': 197239, 'name': 'regeneration'}, {'id': 226177, 'name': 'xenomorph'}, {'id': 226178, 'name': 'alien queen'}, {'id': 226179, 'name': 'explosive decompression'}, {'id': 226180, 'name': 'swimming underwater'}]"
11831,"[{'id': 701, 'name': 'cuba'}, {'id': 1860, 'name': 'mutiny'}, {'id': 2831, 'name': 'slavery'}, {'id': 3441, 'name': 'sentence'}, {'id': 6165, 'name': 'historical figure'}, {'id': 9395, 'name': 'havanna'}, {'id': 155756, 'name': 'tall ship'}, {'id': 163120, 'name': 'slave trade'}]"
2639,"[{'id': 242, 'name': 'new york'}, {'id': 5914, 'name': ""writer's block""}, {'id': 6255, 'name': 'insanity'}, {'id': 10183, 'name': 'independent film'}, {'id': 10818, 'name': 'author'}]"
9574,"[{'id': 1334, 'name': 'wedding vows'}, {'id': 1436, 'name': 'inventor'}, {'id': 3092, 'name': 'slime'}, {'id': 6348, 'name': 'green'}, {'id': 8044, 'name': 'flight'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 13027, 'name': 'wedding'}]"
489,"[{'id': 1480, 'name': 'baseball'}, {'id': 1680, 'name': 'boston'}, {'id': 1992, 'name': 'professor'}, {'id': 2462, 'name': 'm.i.t.'}, {'id': 2463, 'name': 'harvard university'}, {'id': 3734, 'name': 'ambition'}, {'id': 6009, 'name': 'mathematics'}, {'id': 6257, 'name': 'genius'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 10756, 'name': 'janitor'}, {'id': 11018, 'name': 'irish'}, {'id': 11268, 'name': 'psychologist'}, {'id': 13160, 'name': 'university'}, {'id': 33519, 'name': 'courtroom'}, {'id': 187844, 'name': 'flashback'}, {'id': 228041, 'name': 'prodigy'}]"
9714,"[{'id': 970, 'name': 'parent child relationship'}, {'id': 1437, 'name': 'burglar'}, {'id': 3650, 'name': 'child hero'}, {'id': 3796, 'name': 'auto'}, {'id': 3930, 'name': 'bravery'}, {'id': 4290, 'name': 'toy'}, {'id': 6566, 'name': 'computer chip'}, {'id': 7136, 'name': 'technical toy'}]"
8197,"[{'id': 824, 'name': 'drag queen'}, {'id': 3392, 'name': 'voodoo'}, {'id': 7323, 'name': 'savannah'}]"
6283,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 1872, 'name': 'loss of father'}, {'id': 2161, 'name': 'mouse'}, {'id': 6095, 'name': 'house'}, {'id': 10911, 'name': 'inheritance'}]"
